,Volume,Fear_index,SPY_index,FEDFUNDS,Target,MA,RSI,BB_UPPER,BB_MIDDLE,BB_LOWER
2014-05-28,33040464.0,11.68,191.380005,0.09,27.158438,26.4818192,72.49859236654261,28.00580582701863,26.4818192,24.95783257298137
2014-05-29,27082150.0,11.57,192.369995,0.09,27.619171,26.565140500000002,70.66605426262153,28.215268292312434,26.565140500000002,24.91501270768757
2014-05-30,35422988.0,11.4,192.679993,0.09,27.740339,26.636295150000002,70.43836043073105,28.392936286069606,26.636295150000002,24.8796540139304
2014-06-02,28700582.0,11.58,192.899994,0.1,28.029045,26.7011172,63.523936335194655,28.50433398679159,26.7011172,24.897900413208408
2014-06-03,37332215.0,11.87,192.800003,0.1,27.950762,26.743824949999997,54.7876657477719,28.549318911103743,26.743824949999997,24.93833098889625
2014-06-04,36329469.0,12.08,193.190002,0.1,27.865496,26.81742295,54.536127306573974,28.560359262723054,26.81742295,25.074486637276948
2014-06-05,33782496.0,11.68,194.449997,0.1,27.492022,26.9269722,60.91419612608071,28.575095730910117,26.9269722,25.278848669089886
2014-06-06,34735104.0,10.73,195.380005,0.1,27.512465,27.039986900000002,62.407827746797146,28.576558535224194,27.039986900000002,25.50341526477581
2014-06-09,29350361.0,11.15,195.580002,0.1,27.139488,27.14816485,65.7648149375418,28.64058309510879,27.14816485,25.65574660489121
2014-06-10,27034019.0,10.99,195.600006,0.1,27.076162,27.224530249999997,64.09348391128286,28.717112323548477,27.224530249999997,25.731948176451517
2014-06-11,22002242.0,11.6,194.919998,0.1,27.592745,27.28872905,62.238164195263735,28.775300599251644,27.28872905,25.802157500748358
2014-06-12,29169867.0,12.56,193.539993,0.1,27.669035,27.35031,54.760871238856154,28.75743700229668,27.35031,25.94318299770332
2014-06-13,24410836.0,12.18,194.130005,0.1,27.741835,27.42954255,55.07900221317867,28.667730856164596,27.42954255,26.191354243835406
2014-06-16,34051232.0,12.65,194.289993,0.1,28.170158,27.488505649999997,48.39259610571708,28.528544253724085,27.488505649999997,26.44846704627591
2014-06-17,28891103.0,12.06,194.830002,0.1,28.153704,27.52378375,47.34175813478054,28.445270508447727,27.52378375,26.602296991552272
2014-06-18,34835379.0,10.61,196.259995,0.1,28.853283,27.582622200000003,55.77781942640966,28.34235666158196,27.582622200000003,26.822887738418046
2014-06-19,49136535.0,10.62,196.479996,0.1,28.721146,27.62241295,56.876569363064704,28.305167859015107,27.62241295,26.939658040984895
2014-06-20,90166875.0,10.85,195.940002,0.1,28.782976,27.65058555,57.95023904189741,28.301974007824647,27.65058555,26.99919709217535
2014-06-23,30736155.0,10.98,195.880005,0.1,28.685246,27.68112665,63.6799022368749,28.370662231132798,27.68112665,26.9915910688672
2014-06-24,44142862.0,12.13,194.699997,0.1,29.053734,27.67781075,63.322948876856486,28.35699493685545,27.67781075,26.998626563144548
2014-06-25,39387843.0,11.59,195.580002,0.1,29.037029,27.72011955,70.81387452295252,28.569717759379753,27.72011955,26.870521340620247
2014-06-26,34839390.0,11.63,195.440002,0.1,29.15645,27.759810549999997,67.98929394597904,28.717465936717623,27.759810549999997,26.80215516328237
2014-06-27,44738493.0,11.26,195.820007,0.1,29.032789,27.80306675,68.62002995153875,28.863425348727798,27.80306675,26.7427081512722
2014-06-30,26275943.0,11.57,195.720001,0.1,28.476318,27.856295700000004,66.39318882405212,28.982912978495737,27.856295700000004,26.72967842150427
2014-07-01,28959290.0,11.15,197.029999,0.09,28.725136,27.9503625,70.30598629453556,29.148447550927976,27.9503625,26.752277449072025
